Department,Work Group,Asset Name,Total Count,Count,Rejects,Total Downtime,Fault Count,MTTR,MTBF,Total Uptime,Total Time,Total Breaks,Total Working Time,Production Goal,Production Rate,Planned Rate,Product,Productivity OEE,Availability OEE,Quality OEE,OEE,Shift Number,Start Date,End Date,ScheduleID
100D,Ensamble 100D,Bench 100D,73,73,0,197,5,39,90,253,450,0,253,122,17.31,16.27,0,1.06,0.562222222,1,0.595955556,3,10/28/2022,10/29/2022,37048
100D,Ensamble 100D,Bench 100D,63,63,0,30,54,0,11,570,600,0,570,167,6.63,16.7,0,0.4,0.95,1,0.38,1,10/31/2022,10/31/2022,37049
100D,Ensamble 100D,Bench 100D,120,120,0,10,29,0,18,530,540,0,530,149,13.58,16.56,0,0.82,0.981481481,1,0.804814815,2,10/31/2022,11/1/2022,37053
100D,Ensamble 100D,Bench 100D,117,117,0,41,84,0,7,559,600,0,559,167,12.56,16.7,0,0.75,0.931666667,1,0.69875,1,11/1/2022,11/1/2022,37050
100D,Ensamble 100D,Bench 100D,60,60,0,16,27,0,20,524,540,0,524,149,6.87,16.56,0,0.41,0.97037037,1,0.397851852,2,11/1/2022,11/2/2022,37054
100D,Ensamble 100D,Bench 100D,103,103,0,18,42,0,14,582,600,0,582,167,10.62,16.7,0,0.64,0.97,1,0.6208,1,11/2/2022,11/2/2022,37051
100D,Ensamble 100D,Bench 100D,152,152,0,58,71,0,10,722,780,0,722,149,12.63,11.46,0,1.1,0.925641026,1,1.018205128,2,11/2/2022,11/3/2022,37055
100D,Ensamble 100D,Bench 100D,79,79,0,29,41,0,14,571,600,0,571,167,8.3,16.7,0,0.5,0.951666667,1,0.475833333,1,11/3/2022,11/3/2022,37052
100D,Ensamble 100D,Bench 100D,84,84,0,15,59,0,9,525,540,0,525,149,9.6,16.56,0,0.58,0.972222222,1,0.563888889,2,11/3/2022,11/4/2022,37056
100D,Ensamble 100D,Bench 100D,86,86,0,22,21,1,21,428,450,0,428,122,12.06,16.27,0,0.74,0.951111111,1,0.703822222,3,11/6/2022,11/7/2022,37908
100D,Ensamble 100D,Bench 100D,78,78,0,24,18,1,25,426,450,0,426,122,10.99,16.27,0,0.68,0.946666667,1,0.643733333,3,11/7/2022,11/8/2022,37909
100D,Ensamble 100D,Bench 100D,10,10,0,0,0,0,0,450,450,0,450,122,1.33,16.27,0,0.08,1,1,0.08,3,11/8/2022,11/9/2022,37910
100D,Ensamble 100D,Bench 100D,72,72,0,0,10,0,45,450,450,0,450,122,9.6,16.27,0,0.59,1,1,0.59,3,11/9/2022,11/10/2022,37911
100D,Ensamble 100D,Bench 100D,93,93,0,5,13,0,34,445,450,0,445,122,12.54,16.27,0,0.77,0.988888889,1,0.761444444,3,11/10/2022,11/11/2022,37912
100D,Ensamble 100D,Bench 100D,111,111,0,56,71,0,8,544,600,0,544,167,12.24,16.7,0,0.73,0.906666667,1,0.661866667,1,11/14/2022,11/14/2022,37915
100D,Ensamble 100D,Bench 100D,80,80,0,38,59,0,11,622,660,0,622,149,7.72,13.55,0,0.57,0.942424242,1,0.537181818,2,11/14/2022,11/15/2022,37963
100D,Ensamble 100D,Bench 100D,120,120,0,7,47,0,12,593,600,0,593,167,12.14,16.7,0,0.73,0.988333333,1,0.721483333,1,11/15/2022,11/15/2022,37916
100D,Ensamble 100D,Bench 100D,115,115,0,5,40,0,13,535,540,0,535,149,12.9,16.56,0,0.78,0.990740741,1,0.772777778,2,11/15/2022,11/16/2022,37964
100D,Ensamble 100D,Bench 100D,74,74,0,29,53,0,11,571,600,0,571,167,7.78,16.7,0,0.47,0.951666667,1,0.447283333,1,11/16/2022,11/16/2022,37917
100D,Ensamble 100D,Bench 100D,25,25,0,44,63,0,8,496,540,0,496,149,3.02,16.56,0,0.18,0.918518519,1,0.165333333,2,11/16/2022,11/17/2022,37965
100D,Ensamble 100D,Bench 100D,59,59,0,10,29,0,20,590,600,0,590,167,6,16.7,0,0.36,0.983333333,1,0.354,1,11/17/2022,11/17/2022,37918
100D,Ensamble 100D,Bench 100D,52,52,0,11,39,0,13,529,540,0,529,149,5.9,16.56,0,0.36,0.97962963,1,0.352666667,2,11/17/2022,11/18/2022,37966
100D,Ensamble 100D,Bench 100D,20,20,0,5,19,0,25,475,480,0,475,131,2.53,16.38,0,0.15,0.989583333,1,0.1484375,1,11/18/2022,11/18/2022,38011
100D,Ensamble 100D,Bench 100D,48,48,0,16,18,0,20,344,360,0,344,95,8.37,15.83,0,0.53,0.955555556,1,0.506444444,2,11/18/2022,11/18/2022,38012
100D,Ensamble 100D,Bench 100D,75,75,0,2,21,0,22,478,480,0,478,167,9.41,20.88,0,0.45,0.995833333,1,0.448125,1,11/22/2022,11/22/2022,37923
100D,Ensamble 100D,Bench 100D,161,161,0,18,46,0,18,822,840,0,822,149,11.75,10.64,0,1.1,0.978571429,1,1.076428571,2,11/22/2022,11/23/2022,37971
100D,Ensamble 100D,Bench 100D,104,104,0,33,31,1,17,507,540,0,507,167,12.31,18.56,0,0.66,0.938888889,1,0.619666667,1,11/23/2022,11/23/2022,37924
100D,Ensamble 100D,Bench 100D,90,90,0,10,47,0,10,470,480,0,470,149,11.49,18.63,0,0.62,0.979166667,1,0.607083333,2,11/23/2022,11/24/2022,37972
100D,Ensamble 100D,Bench 100D,133,133,0,14,82,0,7,586,600,0,586,167,13.62,16.7,0,0.82,0.976666667,1,0.800866667,1,11/24/2022,11/24/2022,37925
100D,Ensamble 100D,Bench 100D,97,97,0,9,43,0,12,531,540,0,531,149,10.96,16.56,129.6,0.66,0.983333333,1,0.649,2,11/24/2022,11/25/2022,37973
100D,Ensamble 100D,Bench 100D,99,99,0,17,41,0,11,463,480,0,463,131,12.83,16.38,0,0.78,0.964583333,1,0.752375,1,11/25/2022,11/25/2022,38013
100D,Ensamble 100D,Bench 100D,30,30,0,4,20,0,18,356,360,0,356,95,5.06,15.83,0,0.32,0.988888889,1,0.316444444,2,11/25/2022,11/25/2022,38014
100D,Ensamble 100D,Bench 100D,91,91,0,13,51,0,11,587,600,0,587,167,9.3,16.7,0,0.56,0.978333333,1,0.547866667,1,11/28/2022,11/28/2022,37929
100D,Ensamble 100D,Bench 100D,120,120,0,8,49,0,11,532,540,0,532,149,13.53,16.56,0,0.82,0.985185185,1,0.807851852,2,11/28/2022,11/29/2022,37977
100D,Ensamble 100D,Bench 100D,101,101,0,11,33,0,18,589,600,0,589,167,10.29,16.7,0,0.62,0.981666667,1,0.608633333,1,11/29/2022,11/29/2022,37930
100D,Ensamble 100D,Bench 100D,108,108,0,35,77,0,7,505,540,0,505,149,12.83,16.56,0,0.78,0.935185185,1,0.729444444,2,11/29/2022,11/30/2022,37978
100D,Ensamble 100D,Bench 100D,87,87,0,178,72,2,8,422,600,0,422,167,12.37,16.7,0,0.74,0.703333333,1,0.520466667,1,11/30/2022,11/30/2022,37931
100D,Ensamble 100D,Bench 100D,67,67,0,4,40,0,10,416,420,0,416,149,9.66,21.29,0,0.45,0.99047619,1,0.445714286,2,11/30/2022,12/1/2022,37979
100D,Ensamble 100D,Bench 100D,61,61,0,16,62,0,9,584,600,0,584,167,6.27,16.7,0,0.38,0.973333333,1,0.369866667,1,12/1/2022,12/1/2022,37932
100D,Ensamble 100D,Bench 100D,82,82,0,18,81,0,6,522,540,0,522,149,9.43,16.56,0,0.57,0.966666667,1,0.551,2,12/1/2022,12/2/2022,37980
100D,Ensamble 100D,Bench 100D,74,74,0,43,18,2,26,437,480,0,437,131,10.16,16.38,0,0.62,0.910416667,1,0.564458333,1,12/2/2022,12/2/2022,38260
100D,Ensamble 100D,Bench 100D,54,54,0,35,46,0,7,325,360,0,325,95,9.97,15.83,0,0.63,0.902777778,1,0.56875,2,12/2/2022,12/2/2022,38261
100D,Ensamble 100D,Bench 100D,58,58,0,25,85,0,7,575,600,0,575,167,6.05,16.7,0,0.36,0.958333333,1,0.345,1,12/5/2022,12/5/2022,37936
100D,Ensamble 100D,Bench 100D,90,90,0,24,107,0,5,516,540,0,516,149,10.47,16.56,0,0.63,0.955555556,1,0.602,2,12/5/2022,12/6/2022,37984
100D,Ensamble 100D,Bench 100D,118,118,0,14,114,0,5,586,600,0,586,167,12.08,16.7,0,0.72,0.976666667,1,0.7032,1,12/6/2022,12/6/2022,37937
100D,Ensamble 100D,Bench 100D,96,96,0,51,106,0,5,489,540,0,489,149,11.78,16.56,0,0.71,0.905555556,1,0.642944444,2,12/6/2022,12/7/2022,37985
100D,Ensamble 100D,Bench 100D,116,116,0,13,79,0,7,587,600,0,587,167,11.86,16.7,0,0.71,0.978333333,1,0.694616667,1,12/7/2022,12/7/2022,37938
100D,Ensamble 100D,Bench 100D,86,86,0,30,57,0,9,510,540,0,510,149,10.12,16.56,0,0.61,0.944444444,1,0.576111111,2,12/7/2022,12/8/2022,37986
100D,Ensamble 100D,Bench 100D,99,99,0,35,113,0,5,565,600,0,565,167,10.51,16.7,0,0.63,0.941666667,1,0.59325,1,12/8/2022,12/8/2022,37939
100D,Ensamble 100D,Bench 100D,100,100,0,11,53,0,10,529,540,0,529,149,11.34,16.56,0,0.69,0.97962963,1,0.675944444,2,12/8/2022,12/9/2022,37987
100D,Ensamble 100D,Bench 100D,86,86,0,53,106,0,4,427,480,0,427,131,12.08,16.38,0,0.74,0.889583333,1,0.658291667,1,12/9/2022,12/9/2022,38015
100D,Ensamble 100D,Bench 100D,51,51,0,5,49,0,7,355,360,0,355,95,8.62,15.83,0,0.54,0.986111111,1,0.5325,2,12/9/2022,12/9/2022,38016
100D,Ensamble 100D,Bench 100D,106,106,0,50,54,0,11,550,600,0,550,167,11.56,16.7,0,0.69,0.916666667,1,0.6325,1,12/12/2022,12/12/2022,37943
100D,Ensamble 100D,Bench 100D,72,72,0,5,38,0,14,535,540,0,535,149,8.07,16.56,0,0.49,0.990740741,1,0.485462963,2,12/12/2022,12/13/2022,37991
100D,Ensamble 100D,Bench 100D,127,127,0,23,55,0,10,577,600,0,577,167,13.21,16.7,0,0.79,0.961666667,1,0.759716667,1,12/13/2022,12/13/2022,37944
100D,Ensamble 100D,Bench 100D,81,81,0,22,55,0,9,518,540,0,518,149,9.38,16.56,0,0.57,0.959259259,1,0.546777778,2,12/13/2022,12/14/2022,37992
100D,Ensamble 100D,Bench 100D,115,115,0,14,73,0,8,586,600,0,586,167,11.77,16.7,0,0.71,0.976666667,1,0.693433333,1,12/14/2022,12/14/2022,37945
100D,Ensamble 100D,Bench 100D,94,94,0,14,109,0,4,526,540,0,526,149,10.72,16.56,0,0.65,0.974074074,1,0.633148148,2,12/14/2022,12/15/2022,37993
100D,Ensamble 100D,Bench 100D,79,79,0,21,149,0,4,579,600,0,579,167,8.19,16.7,0,0.49,0.965,1,0.47285,1,12/15/2022,12/15/2022,37946
100D,Ensamble 100D,Bench 100D,102,102,0,22,98,0,5,518,540,0,518,149,11.81,16.56,0,0.71,0.959259259,1,0.681074074,2,12/15/2022,12/16/2022,37994
100D,Ensamble 100D,Bench 100D,45,45,0,21,50,0,9,459,480,0,459,131,5.88,16.38,0,0.36,0.95625,1,0.34425,1,12/16/2022,12/16/2022,38017
100D,Ensamble 100D,Bench 100D,32,32,0,26,44,0,8,334,360,0,334,95,5.75,15.83,0,0.36,0.927777778,1,0.334,2,12/16/2022,12/16/2022,38018
100D,Ensamble 100D,Bench 100D,67,67,0,86,66,1,9,514,600,0,514,167,7.82,16.7,0,0.47,0.856666667,1,0.402633333,1,1/3/2023,1/3/2023,38955
100D,Ensamble 100D,Bench 100D,80,80,0,9,52,0,10,531,540,0,531,149,9.04,16.56,0,0.55,0.983333333,1,0.540833333,2,1/3/2023,1/4/2023,38989
100D,Ensamble 100D,Bench 100D,97,97,0,3,51,0,10,537,540,0,537,167,10.84,18.56,0,0.58,0.994444444,1,0.576777778,1,1/4/2023,1/4/2023,38956
100D,Ensamble 100D,Bench 100D,98,98,0,14,61,0,12,766,780,0,766,149,7.68,11.46,0,0.67,0.982051282,1,0.657974359,2,1/4/2023,1/5/2023,38990
100D,Ensamble 100D,Bench 100D,89,89,0,112,90,1,6,488,600,0,488,167,10.94,16.7,0,0.66,0.813333333,1,0.5368,1,1/5/2023,1/5/2023,38957
100D,Ensamble 100D,Bench 100D,134,134,0,39,98,0,8,801,840,0,801,149,10.04,10.64,0,0.94,0.953571429,1,0.896357143,2,1/5/2023,1/6/2023,38991
100D,Ensamble 100D,Bench 100D,101,101,0,12,91,0,5,468,480,0,468,348,12.95,43.5,0,0.3,0.975,1,0.2925,1,1/6/2023,1/6/2023,39349
100D,Ensamble 100D,Bench 100D,30,30,0,6,24,0,15,354,360,0,354,252,5.08,42,0,0.12,0.983333333,1,0.118,2,1/6/2023,1/6/2023,39350
100D,Ensamble 100D,Bench 100D,110,110,0,24,76,0,7,576,600,0,576,167,11.46,16.7,0,0.69,0.96,1,0.6624,1,1/9/2023,1/9/2023,38961
100D,Ensamble 100D,Bench 100D,123,123,0,24,86,0,9,816,840,0,816,149,9.04,10.64,0,0.85,0.971428571,1,0.825714286,2,1/9/2023,1/10/2023,38995
100D,Ensamble 100D,Bench 100D,92,92,0,8,59,0,10,592,600,0,592,167,9.32,16.7,0,0.56,0.986666667,1,0.552533333,1,1/10/2023,1/10/2023,38962
100D,Ensamble 100D,Bench 100D,90,90,0,24,70,0,7,516,540,0,516,149,10.47,16.56,0,0.63,0.955555556,1,0.602,2,1/10/2023,1/11/2023,38996
100D,Ensamble 100D,Bench 100D,72,72,0,42,24,1,22,498,540,0,498,167,8.67,18.56,0,0.47,0.922222222,1,0.433444444,1,1/11/2023,1/11/2023,38963
100D,Ensamble 100D,Bench 100D,153,153,0,37,82,0,9,743,780,0,743,149,12.36,11.46,0,1.08,0.952564103,1,1.028769231,2,1/11/2023,1/12/2023,38997
100D,Ensamble 100D,Bench 100D,117,117,0,8,53,0,11,592,600,0,592,167,11.86,16.7,0,0.71,0.986666667,1,0.700533333,1,1/12/2023,1/12/2023,38964
100D,Ensamble 100D,Bench 100D,63,63,0,7,26,0,20,533,540,0,533,149,7.09,16.56,0,0.43,0.987037037,1,0.424425926,2,1/12/2023,1/13/2023,38998
100D,Ensamble 100D,Bench 100D,54,54,0,19,67,0,7,461,480,0,461,131,7.03,16.38,0,0.43,0.960416667,1,0.412979167,1,1/13/2023,1/13/2023,39359
100D,Ensamble 100D,Bench 100D,33,33,0,14,43,0,8,346,360,0,346,95,5.72,15.83,0,0.36,0.961111111,1,0.346,2,1/13/2023,1/13/2023,39360
100D,Ensamble 100D,Bench 100D,120,120,0,39,43,0,13,561,600,0,561,167,12.83,16.7,0,0.77,0.935,1,0.71995,1,1/16/2023,1/16/2023,38968
100D,Ensamble 100D,Bench 100D,152,152,0,15,59,0,11,645,660,0,645,149,14.14,13.55,0,1.04,0.977272727,1,1.016363636,2,1/16/2023,1/17/2023,39002
100D,Ensamble 100D,Bench 100D,94,94,0,14,65,0,9,586,600,0,586,167,9.62,16.7,0,0.58,0.976666667,1,0.566466667,1,1/17/2023,1/17/2023,38969
100D,Ensamble 100D,Bench 100D,124,124,0,5,48,0,11,535,540,0,535,149,13.91,16.56,0,0.84,0.990740741,1,0.832222222,2,1/17/2023,1/18/2023,39003
100D,Ensamble 100D,Bench 100D,82,82,0,19,49,0,11,521,540,0,521,167,9.44,18.56,0,0.51,0.964814815,1,0.492055556,1,1/18/2023,1/18/2023,38970
100D,Ensamble 100D,Bench 100D,137,137,0,15,73,0,8,585,600,0,585,149,14.05,14.9,0,0.94,0.975,1,0.9165,2,1/18/2023,1/19/2023,39004
100D,Ensamble 100D,Bench 100D,120,120,0,10,95,0,6,590,600,0,590,167,12.2,16.7,0,0.73,0.983333333,1,0.717833333,1,1/19/2023,1/19/2023,38971
100D,Ensamble 100D,Bench 100D,95,95,0,6,60,0,9,534,540,0,534,149,10.67,16.56,0,0.64,0.988888889,1,0.632888889,2,1/19/2023,1/20/2023,39005
100D,Ensamble 100D,Bench 100D,77,77,0,18,54,0,8,462,480,0,462,167,10,20.88,0,0.48,0.9625,1,0.462,1,1/20/2023,1/20/2023,38972
100D,Ensamble 100D,Bench 100D,26,26,0,8,15,0,24,352,360,0,352,95,4.43,15.83,0,0.28,0.977777778,1,0.273777778,2,1/20/2023,1/20/2023,39379
100D,Ensamble 100D,Bench 100D,92,92,0,45,32,1,18,555,600,0,555,167,9.95,16.7,0,0.6,0.925,1,0.555,1,1/23/2023,1/23/2023,38975
100D,Ensamble 100D,Bench 100D,101,101,0,29,87,0,6,511,540,0,511,149,11.86,16.56,0,0.72,0.946296296,1,0.681333333,2,1/23/2023,1/24/2023,39009
100D,Ensamble 100D,Bench 100D,55,55,0,75,58,1,10,525,600,0,525,167,6.29,16.7,0,0.38,0.875,1,0.3325,1,1/24/2023,1/24/2023,38976
100D,Ensamble 100D,Bench 100D,137,137,0,14,72,0,11,826,840,0,826,149,9.95,10.64,0,0.94,0.983333333,1,0.924333333,2,1/24/2023,1/25/2023,39010
100D,Ensamble 100D,Bench 100D,100,100,0,4,25,0,21,536,540,0,536,167,11.19,18.56,0,0.6,0.992592593,1,0.595555556,1,1/25/2023,1/25/2023,38977
100D,Ensamble 100D,Bench 100D,110,110,0,19,58,0,13,761,780,0,761,149,8.67,11.46,0,0.76,0.975641026,1,0.741487179,2,1/25/2023,1/26/2023,39011
100D,Ensamble 100D,Bench 100D,72,72,0,16,66,0,9,584,600,0,584,167,7.4,16.7,0,0.44,0.973333333,1,0.428266667,1,1/26/2023,1/26/2023,38978
100D,Ensamble 100D,Bench 100D,81,81,0,8,74,0,7,532,540,0,532,149,9.14,16.56,0,0.55,0.985185185,1,0.541851852,2,1/26/2023,1/27/2023,39012
100D,Ensamble 100D,Bench 100D,57,57,0,67,39,1,12,413,480,0,413,167,8.28,20.88,0,0.4,0.860416667,1,0.344166667,1,1/27/2023,1/27/2023,38979
100D,Ensamble 100D,Bench 100D,24,24,0,28,19,1,18,332,360,0,332,252,4.34,42,0,0.1,0.922222222,1,0.092222222,2,1/27/2023,1/27/2023,39381
100D,Ensamble 100D,Bench 100D,110,110,0,14,48,0,12,586,600,0,586,167,11.26,16.7,0,0.67,0.976666667,1,0.654366667,1,1/30/2023,1/30/2023,38982
100D,Ensamble 100D,Bench 100D,152,152,0,10,78,0,10,830,840,0,830,149,10.99,10.64,0,1.03,0.988095238,1,1.017738095,2,1/30/2023,1/31/2023,39016
100D,Ensamble 100D,Bench 100D,144,144,0,9,71,0,8,591,600,0,591,167,14.62,16.7,0,0.88,0.985,1,0.8668,1,1/31/2023,1/31/2023,38983
100D,Ensamble 100D,Bench 100D,141,141,0,16,49,0,17,824,840,0,824,149,10.27,10.64,0,0.96,0.980952381,1,0.941714286,2,1/31/2023,2/1/2023,39017
100D,Ensamble 100D,Bench 100D,103,103,0,13,84,0,7,587,600,0,587,167,10.53,16.7,0,0.63,0.978333333,1,0.61635,1,2/1/2023,2/1/2023,38984
100D,Ensamble 100D,Bench 100D,92,92,0,13,79,0,6,527,540,0,527,149,10.47,16.56,0,0.63,0.975925926,1,0.614833333,2,2/1/2023,2/2/2023,39018
100D,Ensamble 100D,Bench 100D,97,97,0,28,65,0,9,572,600,0,572,167,10.17,16.7,0,0.61,0.953333333,1,0.581533333,1,2/2/2023,2/2/2023,38985
100D,Ensamble 100D,Bench 100D,88,88,0,22,39,0,12,458,480,0,458,149,11.53,18.63,0,0.62,0.954166667,1,0.591583333,2,2/2/2023,2/3/2023,39019
100D,Ensamble 100D,Bench 100D,56,56,0,12,65,0,7,468,480,0,468,131,7.18,16.38,0,0.44,0.975,1,0.429,1,2/3/2023,2/3/2023,39728
100D,Ensamble 100D,Bench 100D,67,67,0,15,57,0,6,345,360,0,345,95,11.65,15.83,0,0.74,0.958333333,1,0.709166667,2,2/3/2023,2/3/2023,39729
100D,Ensamble 100D,Bench 100D,94,94,0,33,122,0,4,567,600,0,567,167,9.95,16.7,0,0.6,0.945,1,0.567,1,2/6/2023,2/6/2023,39819
100D,Ensamble 100D,Bench 100D,128,128,0,3,42,0,12,537,540,0,537,239,14.3,26.56,0,0.54,0.994444444,1,0.537,2,2/6/2023,2/7/2023,39845
100D,Ensamble 100D,Bench 100D,93,93,0,84,69,1,8,516,600,0,516,167,10.81,16.7,0,0.65,0.86,1,0.559,1,2/7/2023,2/7/2023,39820
100D,Ensamble 100D,Bench 100D,178,178,0,30,85,0,9,810,840,0,810,239,13.19,17.07,0,0.77,0.964285714,1,0.7425,2,2/7/2023,2/8/2023,39846
100D,Ensamble 100D,Bench 100D,93,93,0,6,36,0,16,594,600,0,594,167,9.39,16.7,0,0.56,0.99,1,0.5544,1,2/8/2023,2/8/2023,39821
100D,Ensamble 100D,Bench 100D,87,87,0,48,86,0,6,492,540,0,492,239,10.61,26.56,0,0.4,0.911111111,1,0.364444444,2,2/8/2023,2/9/2023,39847
100D,Ensamble 100D,Bench 100D,100,100,0,12,40,0,15,588,600,0,588,167,10.2,16.7,0,0.61,0.98,1,0.5978,1,2/9/2023,2/9/2023,39822
100D,Ensamble 100D,Bench 100D,117,117,0,17,31,0,17,523,540,0,523,239,13.42,26.56,0,0.51,0.968518519,1,0.493944444,2,2/9/2023,2/10/2023,39848
100D,Ensamble 100D,Bench 100D,75,75,0,135,21,6,22,345,480,0,345,131,13.04,16.38,0,0.8,0.71875,1,0.575,1,2/10/2023,2/10/2023,39871
100D,Ensamble 100D,Bench 100D,56,56,0,7,49,0,7,353,360,0,353,95,9.52,15.83,0,0.6,0.980555556,1,0.588333333,2,2/10/2023,2/10/2023,39872
100D,Ensamble 100D,Bench 100D,0,0,0,12,1,12,600,588,600,0,588,0,0,0,0,0,0.98,1,0,1,2/13/2023,2/13/2023,43655
100D,Ensamble 100D,Bench 100D,73,73,0,27,54,0,10,513,540,0,513,239,8.54,26.56,0,0.32,0.95,1,0.304,2,2/13/2023,2/14/2023,39852
100D,Ensamble 100D,Bench 100D,1,1,0,64,13,4,46,536,600,0,536,167,0.11,16.7,0,0.01,0.893333333,1,0.008933333,1,2/14/2023,2/14/2023,39827
100D,Ensamble 100D,Bench 100D,98,98,0,17,35,0,15,523,540,0,523,239,11.24,26.56,0,0.42,0.968518519,1,0.406777778,2,2/14/2023,2/15/2023,39853
100D,Ensamble 100D,Bench 100D,0,0,0,0,0,0,0,600,600,0,600,167,0,16.7,0,0,1,1,0,1,2/15/2023,2/15/2023,39828
100D,Ensamble 100D,Bench 100D,125,125,0,12,17,0,38,648,660,0,648,239,11.57,21.73,0,0.53,0.981818182,1,0.520363636,2,2/15/2023,2/16/2023,39854
100D,Ensamble 100D,Bench 100D,5,5,0,281,11,25,54,319,600,0,319,167,0.94,16.7,0,0.06,0.531666667,1,0.0319,1,2/16/2023,2/16/2023,39829
100D,Ensamble 100D,Bench 100D,117,117,0,33,18,1,36,627,660,0,627,239,11.2,21.73,0,0.52,0.95,1,0.494,2,2/16/2023,2/17/2023,39855
100D,Ensamble 100D,Bench 100D,1,1,0,1,2,0,240,479,480,0,479,131,0.13,16.38,0,0.01,0.997916667,1,0.009979167,1,2/17/2023,2/17/2023,39877
100D,Ensamble 100D,Bench 100D,73,73,0,4,13,0,27,356,360,0,356,95,12.3,15.83,0,0.78,0.988888889,1,0.771333333,2,2/17/2023,2/17/2023,39878
100D,Ensamble 100D,Bench 100D,133,133,0,10,47,0,12,590,600,0,590,167,13.53,16.7,0,0.81,0.983333333,1,0.7965,1,2/20/2023,2/20/2023,39833
100D,Ensamble 100D,Bench 100D,87,87,0,17,25,0,19,463,480,0,463,239,11.27,29.88,0,0.38,0.964583333,1,0.366541667,2,2/20/2023,2/21/2023,39859
100D,Ensamble 100D,Bench 100D,94,94,0,20,54,0,11,580,600,0,580,167,9.72,16.7,0,0.58,0.966666667,1,0.560666667,1,2/21/2023,2/21/2023,39834
100D,Ensamble 100D,Bench 100D,125,125,0,8,55,0,9,532,540,0,532,239,14.1,26.56,0,0.53,0.985185185,1,0.522148148,2,2/21/2023,2/22/2023,39860
100D,Ensamble 100D,Bench 100D,96,96,0,18,80,0,7,582,600,0,582,167,9.9,16.7,0,0.59,0.97,1,0.5723,1,2/22/2023,2/22/2023,39835
100D,Ensamble 100D,Bench 100D,85,85,0,26,46,0,11,514,540,0,514,239,9.92,26.56,0,0.37,0.951851852,1,0.352185185,2,2/22/2023,2/23/2023,39861
100D,Ensamble 100D,Bench 100D,130,130,0,16,78,0,7,584,600,0,584,167,13.36,16.7,0,0.8,0.973333333,1,0.778666667,1,2/23/2023,2/23/2023,39836
100D,Ensamble 100D,Bench 100D,87,87,0,4,38,0,14,536,540,0,536,239,9.74,26.56,0,0.37,0.992592593,1,0.367259259,2,2/23/2023,2/24/2023,39862
100D,Ensamble 100D,Bench 100D,84,84,0,16,77,0,6,464,480,0,464,131,10.86,16.38,0,0.66,0.966666667,1,0.638,1,2/24/2023,2/24/2023,39875
100D,Ensamble 100D,Bench 100D,60,60,0,18,37,0,9,342,360,0,342,95,10.53,15.83,0,0.66,0.95,1,0.627,2,2/24/2023,2/24/2023,39876
100D,Ensamble 100D,Bench 100D,108,108,0,6,28,0,15,414,420,0,414,113,15.65,16.14,0,0.97,0.985714286,1,0.956142857,1,2/25/2023,2/25/2023,45081
100D,Ensamble 100D,Bench 100D,41,41,0,4,15,0,24,356,360,0,356,95,6.91,15.83,0,0.44,0.988888889,1,0.435111111,3,2/26/2023,2/27/2023,45082
100D,Ensamble 100D,Bench 100D,30,30,0,4,23,0,26,596,600,0,596,167,3.02,16.7,81,0.18,0.993333333,1,0.1788,1,2/27/2023,2/27/2023,39840
100D,Ensamble 100D,Bench 100D,131,131,0,9,61,0,13,831,840,0,831,239,9.46,17.07,0,0.55,0.989285714,1,0.544107143,2,2/27/2023,2/28/2023,39866
100D,Ensamble 100D,Bench 100D,126,126,0,2,28,0,21,598,600,0,598,167,12.64,16.7,0,0.76,0.996666667,1,0.757466667,1,2/28/2023,2/28/2023,39841
100D,Ensamble 100D,Bench 100D,95,95,0,16,18,0,30,524,540,0,524,239,10.88,26.56,0,0.41,0.97037037,1,0.397851852,2,2/28/2023,3/1/2023,39867
100D,Ensamble 100D,Bench 100D,95,95,0,15,67,0,8,585,600,0,585,167,9.74,16.7,0,0.58,0.975,1,0.5655,1,3/1/2023,3/1/2023,39842
100D,Ensamble 100D,Bench 100D,120,120,0,9,44,0,12,531,540,0,531,239,13.56,26.56,0,0.51,0.983333333,1,0.5015,2,3/1/2023,3/2/2023,39868
100D,Ensamble 100D,Bench 100D,82,82,0,69,37,1,16,531,600,0,531,167,9.27,16.7,0,0.55,0.885,1,0.48675,1,3/2/2023,3/2/2023,39843
100D,Ensamble 100D,Bench 100D,102,102,0,14,49,0,11,526,540,0,526,239,11.63,26.56,0,0.44,0.974074074,1,0.428592593,2,3/2/2023,3/3/2023,39869
100D,Ensamble 100D,Bench 100D,25,25,0,3,15,0,32,477,480,0,477,131,3.14,16.38,0,0.19,0.99375,1,0.1888125,1,3/3/2023,3/3/2023,39873
100D,Ensamble 100D,Bench 100D,1,1,0,9,5,1,72,351,360,0,351,95,0.17,15.83,0,0.01,0.975,1,0.00975,2,3/3/2023,3/3/2023,39874
100D,Ensamble 100D,Bench 100D,98,98,0,21,44,0,13,579,600,0,579,167,10.16,16.7,0,0.61,0.965,1,0.58865,1,3/6/2023,3/6/2023,45562
100D,Ensamble 100D,Bench 100D,157,157,0,48,84,0,10,792,840,0,792,239,11.89,17.07,0,0.7,0.942857143,1,0.66,2,3/6/2023,3/7/2023,45588
100D,Ensamble 100D,Bench 100D,102,102,0,20,52,0,11,580,600,0,580,167,10.55,16.7,0,0.63,0.966666667,1,0.609,1,3/7/2023,3/7/2023,45563
